paper_id,title,year,citation_key,arxiv_id,doi,url,record_origin,substrate,adaptation,outcome,outcome_detail,substrate_score,substrate_margin,adaptation_score,adaptation_margin,outcome_score,outcome_margin,outcome_detail_score,outcome_detail_margin,confidence,source_status
a-brief-survey-on-safety-of-large-language-models,A Brief Survey on Safety of Large Language Models,2024,gao_2024_a_brief_survey_on_safety_of,,10.20532/cit.2024.1005778,https://doi.org/10.20532/cit.2024.1005778,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,9.50,8.45,8.00,9.70,5.00,6.40,6.00,medium,abstract_or_short
user-behavior-simulation-with-large-language-model-based-agents,User Behavior Simulation with Large Language Model-based Agents,2024,wang_2024_user_behavior_simulation_wit,,10.1145/3708985,https://doi.org/10.1145/3708985,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,10.30,1.00,1.00,2.00,2.00,low,source_limited
trustagent-towards-safe-and-trustworthy-llm-based-agents,TrustAgent: Towards Safe and Trustworthy LLM-based Agents,2024,hua_2024_trustagent_towards_safe_and,,10.18653/v1/2024.findings-emnlp.585,https://doi.org/10.18653/v1/2024.findings-emnlp.585,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,1.00,1.00,8.50,1.50,2.00,0.00,low,full_text
the-wmdp-benchmark-measuring-and-reducing-malicious-use-with-unlearning,The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,2024,li_2024_the_wmdp_benchmark_measuring,,10.48550/arxiv.2403.03218,http://arxiv.org/abs/2403.03218,registry,Model,Forget,Response,Monitoring & Containment,4.60,2.10,12.45,6.00,14.75,3.05,7.06,0.60,low,full_text
the-rise-and-potential-of-large-language-model-based-agents-a-survey,The Rise and Potential of Large Language Model Based Agents: A Survey,2023,xi_2023_the_rise_and_potential_of_la,2309.07864,10.48550/arXiv.2309.07864,https://arxiv.org/abs/2309.07864,registry,Workflow,Modify,Violation,Privacy & Purpose,4.60,1.50,10.82,10.37,2.50,2.15,2.40,0.40,low,full_text
stop-acting-like-language-model-agents-are-normal-agents,Stop Acting Like Language Model Agents Are Normal Agents,2025,perrier_2025_stop_acting_like_language_mo,,10.31219/osf.io/3tpq4_v1,https://doi.org/10.31219/osf.io/3tpq4_v1,registry,Workflow,Modify,Violation,Operational Integrity,2.00,2.00,1.00,1.00,7.00,4.00,2.00,1.00,low,source_limited
socio-normative-trustworthiness-of-llm-agents-evaluating-autonomy-support-and-re,Socio-Normative Trustworthiness of LLM Agents: Evaluating Autonomy Support and Representational Fairness Across Languages and Identities,2026,haez_2026_socio_normative_trustworthin,,10.65109/lchb2977,https://doi.org/10.65109/lchb2977,registry,Workflow,Modify,Violation,Operational Integrity,2.00,2.00,1.00,1.00,7.00,0.00,2.00,1.00,low,source_limited
self-reflection-in-llm-agents-effects-on-problem-solving-performance,Self-Reflection in LLM Agents: Effects on Problem-Solving Performance,2024,renze_2024_self_reflection_in_llm_agent,,10.48550/arxiv.2405.06682,http://arxiv.org/abs/2405.06682,registry,Memory,Abstract,Response,Monitoring & Containment,9.50,4.90,10.45,5.45,1.50,0.50,2.00,2.00,low,full_text
secure-autonomous-cyber-defense-with-llm-agents-a-systematic-review-of-autonomy,"Secure autonomous cyber defense with LLM agents: A systematic review of autonomy, tool-augmented reasoning, and governance constraints",2026,alqahtani_2026_secure_autonomous_cyber_defe,,10.1016/j.compeleceng.2026.111184,https://doi.org/10.1016/j.compeleceng.2026.111184,registry,Tools & Skills,Modify,Response,Preventive Governance,6.50,4.50,8.00,8.00,26.50,26.50,11.00,9.00,medium,source_limited
s3-social-network-simulation-system-with-large-language-model-empowered-agents,S3: Social-network Simulation System with Large Language Model-Empowered Agents,2023,gao_2023_s3_social_network_simulation,,10.2139/ssrn.4607026,https://doi.org/10.2139/ssrn.4607026,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,8.00,8.00,1.00,1.00,2.00,2.00,low,registry_only
prompt-injection-in-large-language-model-exploitation-a-security-perspective,Prompt Injection in Large Language Model Exploitation: A Security Perspective,2025,joseph_2025_prompt_injection_in_large_la,,10.1109/iceccc65144.2025.11064209,https://doi.org/10.1109/iceccc65144.2025.11064209,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,14.00,7.00,18.50,18.50,10.00,6.00,high,abstract_or_short
proagent-building-proactive-cooperative-agents-with-large-language-models,ProAgent: Building Proactive Cooperative Agents with Large Language Models,2024,zhang_2024_proagent_building_proactive,,10.1609/aaai.v38i16.29710,https://doi.org/10.1609/aaai.v38i16.29710,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,0.30,1.00,1.00,2.00,2.00,low,abstract_or_short
position-stop-acting-like-language-model-agents-are-normal-agents,Position: Stop Acting Like Language Model Agents Are Normal Agents,2025,perrier_2025_position_stop_acting_like_la,,10.48550/arxiv.2502.10420,http://arxiv.org/abs/2502.10420,registry,Memory,Modify,Violation,Provenance Loss,3.10,0.00,2.52,2.00,7.35,1.80,3.00,0.60,low,full_text
mixture-of-agents-enhances-large-language-model-capabilities,Mixture-of-Agents Enhances Large Language Model Capabilities,2024,wang_2024_mixture_of_agents_enhances_l,,10.48550/arxiv.2406.04692,http://arxiv.org/abs/2406.04692,registry,Workflow,Modify,Response,Monitoring & Containment,4.00,0.90,10.60,10.60,3.00,2.00,2.30,2.30,low,full_text
memory-poisoning-attack-and-defense-on-memory-based-llm-agents,Memory Poisoning Attack and Defense on Memory Based LLM-Agents,2026,sunil2026memory_poisoning_agents,2601.05504,10.48550/arXiv.2601.05504,https://arxiv.org/abs/2601.05504,registry,Memory,Add,Response,Monitoring & Containment,14.94,14.34,12.52,9.77,12.55,1.80,2.70,0.70,low,full_text
manipulating-multimodal-agents-via-cross-modal-prompt-injection,Manipulating Multimodal Agents via Cross-Modal Prompt Injection,2025,wang_2025_manipulating_multimodal_agen,,10.1145/3746027.3755211,https://doi.org/10.1145/3746027.3755211,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,9.50,14.00,7.00,13.00,13.00,10.00,6.00,high,source_limited
large-language-models-for-cyber-security-a-systematic-literature-review,Large Language Models for Cyber Security: A Systematic Literature Review,2024,xu_2024_large_language_models_for_cy,,10.48550/arxiv.2405.04760,http://arxiv.org/abs/2405.04760,registry,Workflow,Modify,Violation,Privacy & Purpose,4.00,1.50,4.30,2.30,8.50,5.50,2.00,0.00,low,full_text
large-language-models-as-simulated-economic-agents-what-can-we-learn-from-homo-s,Large Language Models as Simulated Economic Agents: What Can We Learn from Homo Silicus?,2023,horton_2023_large_language_models_as_sim,,10.3386/w31122,https://doi.org/10.3386/w31122,registry,Workflow,Modify,Response,Monitoring & Containment,4.00,1.50,15.05,15.05,1.50,0.50,2.00,2.00,low,full_text
large-language-model-driven-meta-structure-discovery-in-heterogeneous-informatio,Large Language Model-driven Meta-structure Discovery in Heterogeneous Information Network,2024,chen_2024_large_language_model_driven,,10.1145/3637528.3671965,https://doi.org/10.1145/3637528.3671965,registry,Workflow,Modify,Violation,Operational Integrity,2.00,2.00,1.00,1.00,7.00,4.00,2.00,1.00,low,source_limited
llm-based-human-agent-collaboration-and-interaction-systems-a-survey,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,2025,zou_2025_llm_based_human_agent_collab,,10.36227/techrxiv.174612962.26131807/v3,https://doi.org/10.36227/techrxiv.174612962.26131807/v3,registry,Workflow,Modify,Violation,Operational Integrity,2.00,2.00,1.00,1.00,7.00,4.00,2.00,1.00,low,source_limited
is-chatgpt-good-at-search-investigating-large-language-models-as-re-ranking-agen,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,2023,sun_2023_is_chatgpt_good_at_search_in,,10.18653/v1/2023.emnlp-main.923,https://doi.org/10.18653/v1/2023.emnlp-main.923,registry,Workflow,Modify,Response,Monitoring & Containment,4.00,1.50,10.30,10.30,4.50,3.50,2.30,0.30,low,full_text
integrating-large-language-model-and-digital-twins-in-the-context-of-industry-5,"Integrating large language model and digital twins in the context of industry 5.0: Framework, challenges and opportunities",2025,chen_2025_integrating_large_language_m,,10.1016/j.rcim.2025.102982,https://doi.org/10.1016/j.rcim.2025.102982,registry,Workflow,Modify,Violation,Operational Integrity,2.00,2.00,1.00,1.00,7.00,0.00,2.00,1.00,low,source_limited
integrating-belief-desire-intention-agents-with-large-language-models-for-reliab,Integrating Belief-Desire-Intention agents with large language models for reliable human–robot interaction and explainable Artificial Intelligence,2024,frering_2024_integrating_belief_desire_in,,10.1016/j.engappai.2024.109771,https://doi.org/10.1016/j.engappai.2024.109771,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,10.30,1.00,1.00,2.00,2.00,low,source_limited
fairmindsim-alignment-of-behavior-emotion-and-belief-in-humans-and-llm-agents-am,"FairMindSim: Alignment of Behavior, Emotion, and Belief in Humans and LLM Agents Amid Ethical Dilemmas",2024,yu_2024_fairmindsim_alignment_of_beh,,10.48550/arxiv.2410.10398,http://arxiv.org/abs/2410.10398,registry,Workflow,Modify,Response,Preventive Governance,2.00,1.40,6.75,6.75,9.55,2.55,2.00,0.00,low,full_text
exploring-large-language-model-based-intelligent-agents-definitions-methods-and,"Exploring Large Language Model based Intelligent Agents: Definitions, Methods, and Prospects",2024,cheng_2024_exploring_large_language_mod,2401.03428,10.48550/arXiv.2401.03428,https://arxiv.org/abs/2401.03428,registry,Workflow,Modify,Response,Monitoring & Containment,4.69,1.59,11.35,10.83,2.20,1.20,2.00,2.00,low,full_text
econagent-large-language-model-empowered-agents-for-simulating-macroeconomic-act,EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,2024,li_2024_econagent_large_language_mod,,10.18653/v1/2024.acl-long.829,https://doi.org/10.18653/v1/2024.acl-long.829,registry,Workflow,Modify,Response,Transition & Activation,4.00,1.50,10.60,10.60,1.50,0.50,2.00,2.00,low,full_text
describe-explain-plan-and-select-interactive-planning-with-large-language-models,"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents",2023,wang_2023_describe_explain_plan_and_se,,10.48550/arxiv.2302.01560,http://arxiv.org/abs/2302.01560,registry,Workflow,Modify,Violation,Operational Integrity,8.60,8.00,11.12,10.67,1.35,1.00,2.00,1.60,low,full_text
can-llms-generate-novel-research-ideas-a-large-scale-human-study-with-100-nlp-re,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers,2024,si_2024_can_llms_generate_novel_rese,,10.48550/arxiv.2409.04109,http://arxiv.org/abs/2409.04109,registry,Memory,Add,Violation,Provenance Loss,2.50,0.50,0.45,0.00,7.35,2.15,3.00,1.00,low,full_text
camel-communicative-agents-for-mind-exploration-of-large-language-model-society,"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society",2023,li_2023_camel_communicative_agents_f,,10.48550/arxiv.2303.17760,http://arxiv.org/abs/2303.17760,registry,Workflow,Modify,Violation,Model Safety Regression,4.60,0.60,10.60,10.08,2.50,2.15,4.00,1.60,low,full_text
a-survey-of-rag-reasoning-systems-in-large-language-models,A Survey of RAG-Reasoning Systems in Large Language Models,2025,li_2025_a_survey_of_rag_reasoning_sy,,10.18653/v1/2025.findings-emnlp.648,https://doi.org/10.18653/v1/2025.findings-emnlp.648,registry,Memory,Modify,Violation,Provenance Loss,6.88,4.88,2.00,2.00,7.00,1.00,3.00,3.00,low,full_text
a-review-of-large-language-models-for-energy-systems-applications-challenges-and,"A Review of Large Language Models for Energy Systems: Applications, Challenges, and Future Prospects",2025,mirshekali_2025_a_review_of_large_language_m,,10.1109/access.2025.3610994,https://doi.org/10.1109/access.2025.3610994,registry,Memory,Modify,Violation,Provenance Loss,2.50,0.50,2.00,2.00,8.50,5.50,3.00,1.00,low,abstract_or_short
theory-of-mind-for-multi-agent-collaboration-via-large-language-models,Theory of Mind for Multi-Agent Collaboration via Large Language Models,2023,li_2023_theory_of_mind_for_multi_age,,10.18653/v1/2023.emnlp-main.13,https://doi.org/10.18653/v1/2023.emnlp-main.13,registry,Workflow,Modify,Response,Transition & Activation,8.00,8.00,10.60,0.60,1.50,0.50,2.00,2.00,low,full_text
the-evolution-of-alpha-in-finance-harnessing-human-insight-and-llm-agents,The Evolution of Alpha in Finance Harnessing Human Insight and LLM Agents,2025,rubyet_2025_the_evolution_of_alpha_in_fi,,10.48550/arxiv.2505.14727,http://arxiv.org/abs/2505.14727,registry,Memory,Modify,Response,Preventive Governance,3.10,0.00,6.52,6.07,15.90,14.40,7.40,4.64,low,full_text
the-emerged-security-and-privacy-of-llm-agent-a-survey-with-case-studies,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2025,he_2025_the_emerged_security_and_pri,,10.1145/3773080,https://doi.org/10.1145/3773080,registry,Memory,Migrate,Violation,Privacy & Purpose,9.50,9.50,10.00,5.00,6.50,6.50,6.00,4.00,medium,source_limited
teach-ai-how-to-code-using-large-language-models-as-teachable-agents-for-program,Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,2024,jin_2024_teach_ai_how_to_code_using_l,,10.1145/3613904.3642349,https://doi.org/10.1145/3613904.3642349,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,10.30,1.00,1.00,2.00,2.00,low,source_limited
taskbench-benchmarking-large-language-models-for-task-automation,TaskBench: Benchmarking Large Language Models for Task Automation,2023,shen_2023_taskbench_benchmarking_large,,10.48550/arxiv.2311.18760,http://arxiv.org/abs/2311.18760,registry,Workflow,Modify,Response,Monitoring & Containment,4.00,0.90,4.45,2.45,9.90,2.90,6.76,4.36,low,full_text
securing-large-language-models-addressing-bias-misinformation-and-prompt-attacks,"Securing Large Language Models: Addressing Bias, Misinformation, and Prompt Attacks",2024,peng_2024_securing_large_language_mode,,10.48550/arxiv.2409.08087,http://arxiv.org/abs/2409.08087,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,7.00,8.52,6.00,14.75,8.15,6.46,4.46,medium,full_text
rcagent-cloud-root-cause-analysis-by-autonomous-agents-with-tool-augmented-large,RCAgent: Cloud Root Cause Analysis by Autonomous Agents with Tool-Augmented Large Language Models,2024,wang_2024_rcagent_cloud_root_cause_ana,,10.1145/3627673.3680016,https://doi.org/10.1145/3627673.3680016,registry,Tools & Skills,Activate,Violation,Authority Escalation,6.50,2.50,2.00,0.00,7.00,7.00,3.00,3.00,low,source_limited
prompt-infection-llm-to-llm-prompt-injection-within-multi-agent-systems,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,2026,lee_2026_prompt_infection_llm_to_llm,,10.1007/978-3-032-16092-8_28,https://doi.org/10.1007/978-3-032-16092-8_28,registry,Tools & Skills,Activate,Violation,Authority Escalation,9.50,4.90,14.45,3.80,16.60,9.55,10.40,6.00,high,full_text
personal-llm-agents-insights-and-survey-about-the-capability-efficiency-and-secu,"Personal LLM Agents: Insights and Survey about the Capability, Efficiency and Security",2024,li_2024_personal_llm_agents_insights,,10.48550/arXiv.2401.05459,https://arxiv.org/abs/2401.05459,registry,Memory,Add,Violation,Privacy & Purpose,10.25,7.15,5.00,3.00,2.50,2.15,6.40,4.40,low,full_text
memgpt-towards-llms-as-operating-systems,MemGPT: Towards LLMs as Operating Systems,2023,packer2023memgpt,2310.08560,10.48550/arXiv.2310.08560,https://arxiv.org/abs/2310.08560,registry,Memory,Add,Violation,Provenance Loss,10.19,7.69,4.00,3.48,1.50,0.80,2.40,0.40,low,full_text
llamafirewall-an-open-source-guardrail-system-for-building-secure-ai-agents,LlamaFirewall: An Open Source Guardrail System for Building Secure AI Agents,2025,chennabasappa_2025_llamafirewall_an_open_source,,10.48550/arXiv.2505.03574,https://arxiv.org/abs/2505.03574,registry,Tools & Skills,Activate,Response,Monitoring & Containment,9.50,7.00,8.52,5.50,17.50,7.45,7.54,6.04,medium,full_text
large-language-model-enabled-multi-agent-manufacturing-systems,Large Language Model-Enabled Multi-Agent Manufacturing Systems,2024,lim_2024_large_language_model_enabled,,10.1109/case59546.2024.10711432,https://doi.org/10.1109/case59546.2024.10711432,registry,Workflow,Modify,Violation,Privacy & Purpose,8.00,5.50,10.60,0.60,2.50,2.50,2.00,0.00,low,abstract_or_short
